SchoolId,Lat,Lng,SchoolName,Address,Phone,SchoolType,PARENT_MAX,PARENT_CAND,PARENT_STAT,COMMUNITY_MAX,COMMUNITY_CAND,COMMUNITY_STAT,AppointedLSC,SchoolYear
609943,41.670618,-87.622546,OWENS,"12302 S STATE ST Chicago, IL 60628",1(773)535-5475,ES,6,3,I,2,1,I,False,2020
609944,41.662481,-87.553307,GRISSOM,"12810 S ESCANABA AVE Chicago, IL 60633",1(773)535-5380,ES,6,4,I,2,1,I,False,2020
609945,41.975817,-87.657912,GOUDY,"5120 N WINTHROP AVE Chicago, IL 60640",1(773)534-2480,ES,6,15,C,2,3,C,False,2020
609947,41.813304,-87.643344,GRAHAM ES,"4436 S UNION AVE Chicago, IL 60609",1(773)535-1308,ES,6,6,S,2,2,S,False,2020
609949,41.948764,-87.757116,GRAY,"3730 N LARAMIE AVE Chicago, IL 60641",1(773)534-3520,ES,6,5,I,2,2,S,False,2020
609950,41.838791,-87.71719,ORTIZ DE DOMINGUEZ,"3000 S LAWNDALE AVE Chicago, IL 60623",1(773)534-1600,ES,6,3,I,2,3,C,False,2020
609951,41.811173,-87.597503,ARIEL,"1119 E 46TH ST Chicago, IL 60653",1(773)535-1996,ES,6,4,I,2,1,I,True,2020
609952,41.829669,-87.671492,GREENE,"3525 S HONORE ST Chicago, IL 60609",1(773)535-4560,ES,6,7,C,2,2,S,False,2020
609954,41.870742,-87.718666,GREGORY,"3715 W POLK ST Chicago, IL 60624",1(773)534-6820,ES,6,6,S,2,2,S,False,2020
609955,41.73892,-87.645025,GRESHAM,"8524 S GREEN ST Chicago, IL 60620",1(773)535-3350,ES,6,6,S,2,2,S,False,2020
609956,41.775464,-87.758803,GRIMES,"5450 W 64TH PL Chicago, IL 60638",1(773)535-2364,ES,6,5,I,2,1,I,False,2020
609958,41.813007,-87.699364,GUNSAULUS,"4420 S SACRAMENTO AVE Chicago, IL 60632",1(773)535-7215,ES,6,9,C,2,2,S,False,2020
609959,41.849958,-87.633806,HAINES,"247 W 23RD PL Chicago, IL 60616",1(773)534-9200,ES,6,6,S,2,2,S,False,2020
609960,41.780192,-87.776579,HALE,"6140 S MELVINA AVE Chicago, IL 60638",1(773)535-2265,ES,6,6,S,2,3,C,False,2020
609961,41.743753,-87.551862,NINOS HEROES,"8344 S COMMERCIAL AVE Chicago, IL 60617",1(773)535-6694,ES,6,4,I,2,1,I,False,2020
609963,41.94522,-87.670865,HAMILTON,"1650 W CORNELIA AVE Chicago, IL 60657",1(773)534-5484,ES,6,6,S,2,2,S,False,2020
609964,41.807242,-87.661175,HAMLINE,"4747 S BISHOP ST Chicago, IL 60609",1(773)535-4565,ES,6,7,C,2,1,I,False,2020
609966,41.852719,-87.696243,HAMMOND,"2819 W 21ST PL Chicago, IL 60623",1(773)535-4580,ES,6,6,S,2,2,S,False,2020
609967,41.849215,-87.685668,FINKL,"2332 S WESTERN AVE Chicago, IL 60608",1(773)535-5850,ES,6,3,I,2,0,I,False,2020
609968,41.914816,-87.723931,MCAULIFFE,"1841 N SPRINGFIELD AVE Chicago, IL 60647",1(773)534-4400,ES,6,5,I,2,1,I,False,2020
609969,41.793447,-87.586855,HARTE,"1556 E 56TH ST Chicago, IL 60637",1(773)535-0870,ES,6,4,I,2,2,S,False,2020
609971,41.757341,-87.632737,HARVARD,"7525 S HARVARD Chicago, IL 60620",1(773)535-3045,ES,6,6,S,2,1,I,False,2020
609972,41.964029,-87.723128,HAUGAN,"4540 N HAMLIN AVE Chicago, IL 60625",1(773)534-5040,ES,6,6,S,2,2,S,False,2020
609973,41.841394,-87.734313,ZAPATA,"2728 S KOSTNER AVE Chicago, IL 60623",1(773)534-1390,ES,6,7,C,2,2,S,False,2020
609974,41.942275,-87.657709,HAWTHORNE,"3319 N CLIFTON AVE Chicago, IL 60657",1(773)534-5550,ES,6,7,C,2,1,I,False,2020
609975,41.899171,-87.755813,HAY,"1018 N LARAMIE AVE Chicago, IL 60651",1(773)534-6000,ES,6,5,I,2,2,S,False,2020
609976,41.994541,-87.668504,HAYT,"1518 W GRANVILLE AVE Chicago, IL 60660",1(773)534-2040,ES,6,6,S,2,3,C,False,2020
609977,41.773366,-87.594392,WOODLAWN,"6657 S KIMBARK AVE Chicago, IL 60637",1(773)535-0801,ES,6,5,I,2,2,S,True,2020
609978,41.707558,-87.60466,SMITH,"744 E 103RD ST Chicago, IL 60628",1(773)535-5689,ES,6,7,C,2,1,I,False,2020
609979,41.839595,-87.640341,HEALY,"3010 S PARNELL AVE Chicago, IL 60616",1(773)534-9190,ES,6,5,I,2,2,S,False,2020
609981,41.808175,-87.745726,HEARST,"4640 S LAMON AVE Chicago, IL 60638",1(773)535-2376,ES,6,6,S,2,2,S,False,2020
609983,41.807112,-87.673327,HEDGES,"4747 S WINCHESTER AVE Chicago, IL 60609",1(773)535-7360,ES,6,8,C,2,3,C,False,2020
609985,41.878665,-87.735802,HEFFERAN,"4409 W WILCOX ST Chicago, IL 60624",1(773)534-6192,ES,6,6,S,2,2,S,False,2020
609986,41.790591,-87.671887,HENDERSON,"5650 S WOLCOTT AVE Chicago, IL 60636",1(773)535-9080,ES,6,2,I,2,1,I,False,2020
609987,41.815788,-87.633664,HENDRICKS,"4316 S PRINCETON AVE Chicago, IL 60609",1(773)535-1696,ES,6,0,I,2,0,I,False,2020
609988,41.958989,-87.715632,HENRY,"4250 N SAINT LOUIS AVE Chicago, IL 60618",1(773)534-5060,ES,6,7,C,2,3,C,False,2020
609990,41.859741,-87.628349,SOUTH LOOP,"1601 S DEARBORN ST Chicago, IL 60616-1225",1(773)534-8690,ES,6,7,C,2,4,C,False,2020
609991,41.862081,-87.718994,HERZL,"3711 W DOUGLAS BLVD Chicago, IL 60623",1(773)534-1480,ES,6,6,S,2,2,S,False,2020
609993,41.80977,-87.672182,LARA,"4619 S WOLCOTT AVE Chicago, IL 60609",1(773)535-4389,ES,6,6,S,2,2,S,False,2020
609994,41.970335,-87.710362,HIBBARD,"3244 W AINSLIE ST Chicago, IL 60625",1(773)534-5191,ES,6,5,I,2,2,S,False,2020
609995,41.983672,-87.779123,HITCH,"5625 N MCVICKER AVE Chicago, IL 60646",1(773)534-1189,ES,6,9,C,2,2,S,False,2020
609996,41.838027,-87.653792,HOLDEN,"1104 W 31ST ST Chicago, IL 60608",1(773)535-7200,ES,6,6,S,2,2,S,False,2020
609997,41.793788,-87.649795,HOLMES,"955 W GARFIELD BLVD Chicago, IL 60621",1(773)535-9025,ES,6,7,C,2,1,I,False,2020
610000,41.893612,-87.759398,HOWE,"720 N LOREL AVE Chicago, IL 60644",1(773)534-6060,ES,6,6,S,2,2,S,False,2020
610002,41.733338,-87.568228,HOYNE,"8905 S CRANDON AVE Chicago, IL 60617",1(773)535-6425,ES,6,3,I,2,3,C,False,2020
610003,41.742452,-87.653633,CUFFE,"8324 S RACINE AVE Chicago, IL 60620",1(773)535-8250,ES,6,2,I,2,2,S,False,2020
610004,41.700335,-87.611244,CULLEN,"10650 S EBERHART AVE Chicago, IL 60628",1(773)535-5375,ES,6,3,I,2,2,S,False,2020
610005,41.860518,-87.731777,HUGHES C,"4247 W 15TH ST Chicago, IL 60623",1(773)534-1762,ES,6,5,I,2,2,S,False,2020
610006,41.766785,-87.719541,HURLEY,"3849 W 69TH PL Chicago, IL 60629",1(773)535-2068,ES,6,12,C,2,1,I,False,2020
610009,41.871255,-87.653366,GALILEO,"820 S CARPENTER ST Chicago, IL 60607",1(773)534-7070,ES,6,8,C,2,2,S,False,2020
610010,41.939247,-87.67581,JAHN,"3149 N WOLCOTT AVE Chicago, IL 60657",1(773)534-5500,ES,6,9,C,2,3,C,False,2020
610011,41.984641,-87.700529,JAMIESON,"5650 N MOZART ST Chicago, IL 60659",1(773)534-2395,ES,6,6,S,2,1,I,False,2020
610013,41.858849,-87.662209,PILSEN,"1420 W 17TH ST Chicago, IL 60608",1(773)534-7675,ES,6,4,I,2,0,I,False,2020
610015,41.858065,-87.652302,JUNGMAN,"1746 S MILLER ST Chicago, IL 60608",1(773)534-7375,ES,6,4,I,2,0,I,False,2020
610016,41.725263,-87.677233,KELLOGG,"9241 S LEAVITT ST Chicago, IL 60643-6318",1(773)535-2590,ES,6,6,S,2,3,C,False,2020
610017,41.847941,-87.697316,SAUCEDO,"2850 W 24TH BLVD Chicago, IL 60623",1(773)534-1770,ES,6,4,I,2,4,C,False,2020
610019,41.776453,-87.640892,KERSHAW,"6450 S LOWE AVE Chicago, IL 60621",1(773)535-3050,ES,6,8,C,2,3,C,False,2020
610021,41.904503,-87.714234,CASALS,"3501 W POTOMAC AVE Chicago, IL 60651",1(773)534-4444,ES,6,8,C,2,2,S,False,2020
610022,42.00364,-87.668222,KILMER,"6700 N GREENVIEW AVE Chicago, IL 60626",1(773)534-2115,ES,6,7,C,2,2,S,False,2020
610024,41.848488,-87.716017,CARDENAS,"2345 S MILLARD AVE Chicago, IL 60623",1(773)534-1465,ES,6,6,S,2,2,S,False,2020
610026,41.789965,-87.779483,KINZIE,"5625 S MOBILE AVE Chicago, IL 60638",1(773)535-2425,ES,6,6,S,2,2,S,False,2020
610027,41.723627,-87.639521,KIPLING,"9351 S LOWE AVE Chicago, IL 60620",1(773)535-3151,ES,6,4,I,2,2,S,False,2020
610029,41.908886,-87.665093,LOZANO,"1501 N GREENVIEW AVE Chicago, IL 60642",1(773)534-4750,ES,6,6,S,2,2,S,False,2020
610030,41.798002,-87.602481,KOZMINSKI,"936 E 54TH ST Chicago, IL 60615",1(773)535-0980,ES,6,7,C,2,2,S,False,2020
610032,41.719292,-87.6525,GREEN,"1150 W 96TH ST Chicago, IL 60643",1(773)535-2575,ES,6,6,S,2,2,S,False,2020
610033,41.9139,-87.637565,LASALLE,"1734 N ORLEANS ST Chicago, IL 60614",1(773)534-8470,ES,6,9,C,2,2,S,False,2020
610034,41.86296,-87.712957,LAWNDALE,"3500 W DOUGLAS BLVD Chicago, IL 60623",1(773)534-1635,ES,6,3,I,2,3,C,False,2020
610036,41.906826,-87.75455,LEWIS,"1431 N LEAMINGTON AVE Chicago, IL 60651",1(773)534-3060,ES,6,5,I,2,2,S,False,2020
610037,41.797685,-87.659933,LIBBY,"5300 S LOOMIS BLVD Chicago, IL 60609",1(773)535-9050,ES,6,7,C,2,0,I,False,2020
610038,41.924525,-87.644497,LINCOLN,"615 W KEMPER PL Chicago, IL 60614",1(773)534-5720,ES,6,9,C,2,3,C,False,2020
610039,41.940009,-87.702635,VON LINNE,"3221 N SACRAMENTO AVE Chicago, IL 60618",1(773)534-5262,ES,6,7,C,2,1,I,False,2020
610040,41.918814,-87.748515,LLOYD,"2103 N LAMON AVE Chicago, IL 60639",1(773)534-3070,ES,6,6,S,2,3,C,False,2020
610041,41.931762,-87.795604,LOCKE J,"2828 N OAK PARK AVE Chicago, IL 60634",1(773)534-3300,ES,6,5,I,2,2,S,False,2020
610043,41.912718,-87.783919,LOVETT,"6333 W BLOOMINGDALE AVE Chicago, IL 60639",1(773)534-3130,ES,6,2,I,2,4,C,False,2020
610044,41.90652,-87.710217,LOWELL,"3320 W HIRSCH ST Chicago, IL 60651",1(773)534-4300,ES,6,2,I,2,2,S,False,2020
610046,41.934192,-87.777174,LYON,"2941 N MCVICKER AVE Chicago, IL 60634",1(773)534-3120,ES,6,6,S,2,2,S,False,2020
610047,41.759548,-87.590712,MADISON,"7433 S DORCHESTER AVE Chicago, IL 60619",1(773)535-0551,ES,6,2,I,2,2,S,False,2020
610048,41.908247,-87.639827,MANIERRE,"1420 N HUDSON AVE Chicago, IL 60610",1(773)534-8456,ES,6,2,I,2,2,S,False,2020
610051,41.920555,-87.757854,NORTHWEST,"5252 W PALMER ST Chicago, IL 60639",1(773)534-3250,MS,6,2,I,2,1,I,False,2020
610052,41.748274,-87.574816,MANN,"8050 S CHAPPEL AVE Chicago, IL 60617",1(773)535-6640,ES,6,1,I,2,3,C,False,2020
610053,41.773881,-87.69703,MARQUETTE,"6550 S RICHMOND ST Chicago, IL 60629",1(773)535-9260,ES,6,7,C,2,1,I,False,2020
610054,41.716588,-87.552483,MARSH,"9822 S EXCHANGE AVE Chicago, IL 60617",1(773)535-6430,ES,6,4,I,2,0,I,False,2020
610055,41.879714,-87.708092,FARADAY,"3250 W MONROE ST Chicago, IL 60624",1(773)534-6670,ES,6,5,I,2,2,S,False,2020
610056,41.856864,-87.731672,MASON,"4217 W 18TH ST Chicago, IL 60623",1(773)534-1530,ES,6,4,I,2,2,S,False,2020
610057,41.780904,-87.692115,FAIRFIELD,"6201 S FAIRFIELD AVE Chicago, IL 60629",1(773)535-9500,ES,6,5,I,2,2,S,False,2020
610059,41.923204,-87.657287,MAYER,"2250 N CLIFTON AVE Chicago, IL 60614",1(773)534-5535,ES,6,6,S,2,1,I,False,2020
610060,41.8743,-87.660985,JACKSON A,"1340 W HARRISON ST Chicago, IL 60607",1(773)534-7000,ES,6,6,S,2,2,S,False,2020
610062,41.829993,-87.641103,MCCLELLAN,"3527 S WALLACE ST Chicago, IL 60609",1(773)535-1732,ES,6,7,C,2,2,S,False,2020
610063,41.842267,-87.7063,MCCORMICK,"2712 S SAWYER AVE Chicago, IL 60623",1(773)535-7252,ES,6,6,S,2,2,S,False,2020
610065,41.775424,-87.609357,TILL,"6543 S CHAMPLAIN AVE Chicago, IL 60637",1(773)535-0570,ES,6,7,C,2,2,S,False,2020
610066,41.73455,-87.619214,MCDADE,"8801 S INDIANA AVE Chicago, IL 60619",1(773)535-3669,ES,6,6,S,2,0,I,False,2020
610067,41.768143,-87.691787,MCKAY,"6901 S FAIRFIELD AVE Chicago, IL 60629",1(773)535-9340,ES,6,5,I,2,2,S,False,2020
610068,41.923955,-87.761515,HANSON PARK,"5411 W FULLERTON AVE Chicago, IL 60639",1(773)534-3100,ES,6,7,C,2,1,I,False,2020
610070,41.967847,-87.676288,MCPHERSON,"4728 N WOLCOTT AVE Chicago, IL 60640",1(773)534-2625,ES,6,9,C,2,4,C,False,2020
610073,41.892082,-87.683185,MITCHELL,"2233 W OHIO ST Chicago, IL 60612",1(773)534-7655,ES,6,10,C,2,2,S,False,2020
610074,41.929989,-87.719224,MONROE,"3651 W SCHUBERT AVE Chicago, IL 60647",1(773)534-4155,ES,6,7,C,2,6,C,False,2020
610076,41.912505,-87.696941,MOOS,"1711 N CALIFORNIA AVE Chicago, IL 60647",1(773)534-4340,ES,6,7,C,2,4,C,False,2020
610077,41.784313,-87.688549,MORRILL,"6011 S ROCKWELL ST Chicago, IL 60629",1(773)535-9288,ES,6,1,I,2,2,S,False,2020
610078,41.949003,-87.651573,INTER-AMERICAN,"851 W WAVELAND AVE Chicago, IL 60613",1(773)534-5490,ES,6,11,C,2,3,C,False,2020
610081,41.8444,-87.64134,SHERIDAN,"533 W 27TH ST Chicago, IL 60616",1(773)534-9120,ES,6,7,C,2,5,C,False,2020
610082,41.695734,-87.70581,MOUNT GREENWOOD,"10841 S HOMAN AVE Chicago, IL 60655",1(773)535-2786,ES,6,7,C,2,2,S,False,2020
610083,41.970125,-87.78963,BEARD,"6445 W STRONG ST Chicago, IL 60656-4011",1(773)534-1228,ES,6,8,C,2,1,I,False,2020
610084,41.69717,-87.697278,KELLER,"3020 W 108TH ST Chicago, IL 60655",1(773)535-2636,ES,6,4,I,2,1,I,False,2020
610086,41.701952,-87.647652,MOUNT VERNON,"10540 S MORGAN ST Chicago, IL 60643",1(773)535-2825,ES,6,4,I,2,2,S,False,2020
610087,41.776556,-87.790604,BLAIR,"6751 W 63RD PL Chicago, IL 60638",1(773)535-2076,ES,6,6,S,2,2,S,False,2020
610088,41.92091,-87.721888,MOZART,"2200 N HAMLIN AVE Chicago, IL 60647",1(773)534-4160,ES,6,6,S,2,1,I,False,2020
610089,41.950078,-87.716832,MURPHY,"3539 W GRACE ST Chicago, IL 60618",1(773)534-5223,ES,6,11,C,2,2,S,False,2020
610090,41.798535,-87.59334,MURRAY,"5335 S KENWOOD AVE Chicago, IL 60615",1(773)535-0585,ES,6,5,I,2,1,I,False,2020
610091,41.664873,-87.638958,BROWN R,"12607 S UNION AVE Chicago, IL 60628",1(773)535-5385,ES,6,7,C,2,2,S,False,2020
610092,41.89181,-87.747936,NASH,"4837 W ERIE ST Chicago, IL 60644-1720",1(773)534-6125,ES,6,6,S,2,2,S,False,2020
610093,41.738407,-87.620933,NEIL,"8555 S MICHIGAN AVE Chicago, IL 60619",1(773)535-3000,ES,6,5,I,2,1,I,False,2020
610094,41.941637,-87.644561,NETTELHORST,"3252 N BROADWAY ST Chicago, IL 60657",1(773)534-5810,ES,6,5,I,2,3,C,False,2020
610095,41.913947,-87.64599,NEWBERRY,"700 W WILLOW ST Chicago, IL 60614",1(773)534-8000,ES,6,6,S,2,2,S,False,2020
610096,41.797714,-87.689139,NIGHTINGALE,"5250 S ROCKWELL ST Chicago, IL 60632",1(773)535-9270,ES,6,4,I,2,2,S,False,2020
610097,41.919581,-87.73142,NIXON,"2121 N KEELER AVE Chicago, IL 60639",1(773)534-4375,ES,6,5,I,2,1,I,False,2020
610098,41.906155,-87.729955,NOBEL,"4127 W HIRSCH ST Chicago, IL 60651",1(773)534-4365,ES,6,6,S,2,2,S,False,2020
610099,41.988153,-87.802979,NORWOOD PARK,"5900 N NINA AVE Chicago, IL 60631",1(773)534-1198,ES,6,7,C,2,2,S,False,2020
610100,41.906907,-87.732443,WEST PARK,"1425 N TRIPP AVE Chicago, IL 60651",1(773)534-4940,ES,6,4,I,2,1,I,False,2020
610101,41.899976,-87.629297,OGDEN ES,"24 W WALTON ST Chicago, IL 60610",1(773)534-8110,ES,6,9,C,2,1,I,False,2020
610102,41.75467,-87.645469,OGLESBY,"7646 S GREEN ST Chicago, IL 60620",1(773)535-3060,ES,6,2,I,2,4,C,False,2020
610103,41.768602,-87.572806,OKEEFFE,"6940 S MERRILL AVE Chicago, IL 60649",1(773)535-0600,ES,6,3,I,2,1,I,False,2020
610104,41.99379,-87.793108,ONAHAN,"6634 W RAVEN ST Chicago, IL 60631",1(773)534-1180,ES,6,10,C,2,3,C,False,2020
610105,41.978501,-87.812054,ORIOLE PARK,"5424 N OKETO AVE Chicago, IL 60656",1(773)534-1201,ES,6,10,C,2,2,S,False,2020
610106,41.90014,-87.731261,PICCOLO,"1040 N KEELER AVE Chicago, IL 60651",1(773)534-4425,ES,6,3,I,2,1,I,False,2020
610107,41.891806,-87.665426,OTIS,"525 N ARMOUR ST Chicago, IL 60642",1(773)534-7665,ES,6,6,S,2,2,S,False,2020
610108,41.774571,-87.674865,OTOOLE,"6550 S SEELEY AVE Chicago, IL 60636",1(773)535-9040,ES,6,2,I,2,2,S,False,2020
610109,41.74285,-87.705749,OWEN,"8247 S CHRISTIANA AVE Chicago, IL 60652",1(773)535-9330,ES,6,5,I,2,1,I,False,2020
610110,41.827355,-87.61978,WELLS ES,"249 E 37TH ST Chicago, IL 60653",1(773)535-1204,ES,6,3,I,2,2,S,False,2020
610111,41.973289,-87.739213,PALMER,"5051 N KENNETH AVE Chicago, IL 60630",1(773)534-3704,ES,6,7,C,2,2,S,False,2020
610112,41.77078,-87.634086,PARKER,"6800 S STEWART AVE Chicago, IL 60621",1(773)535-3375,ES,6,5,I,2,2,S,False,2020
610115,41.766477,-87.611546,PARK MANOR,"7037 S RHODES AVE Chicago, IL 60637",1(773)535-3070,ES,6,6,S,2,2,S,False,2020
610116,41.768555,-87.582954,PARKSIDE,"6938 S EAST END AVE Chicago, IL 60649",1(773)535-0940,ES,6,4,I,2,2,S,False,2020
610117,41.786895,-87.732666,PASTEUR,"5825 S KOSTNER AVE Chicago, IL 60629",1(773)535-2270,ES,6,4,I,2,2,S,False,2020
610120,41.787899,-87.719216,PECK,"3826 W 58TH ST Chicago, IL 60629",1(773)535-2450,ES,6,6,S,2,3,C,False,2020
610121,41.871595,-87.683616,IRVING,"749 S OAKLEY BLVD Chicago, IL 60612",1(773)534-7295,ES,6,3,I,2,2,S,False,2020
610122,41.983456,-87.66585,PEIRCE,"1423 W BRYN MAWR AVE Chicago, IL 60660",1(773)534-2440,ES,6,8,C,2,3,C,False,2020
610123,41.858372,-87.722386,PENN,"1616 S AVERS AVE Chicago, IL 60623",1(773)534-1665,ES,6,2,I,2,3,C,False,2020
610124,41.728534,-87.596257,WASHINGTON H ES,"9130 S UNIVERSITY AVE Chicago, IL 60619",1(773)535-6225,ES,6,4,I,2,2,S,False,2020
610125,41.848101,-87.680745,RUIZ,"2410 S LEAVITT ST Chicago, IL 60608",1(773)535-4825,ES,6,6,S,2,2,S,False,2020
610126,41.836527,-87.618338,PERSHING,"3200 S CALUMET AVE Chicago, IL 60616",1(773)534-9272,ES,6,3,I,2,3,C,False,2020
610127,41.981557,-87.712583,PETERSON,"5510 N CHRISTIANA AVE Chicago, IL 60625",1(773)534-5070,ES,6,6,S,2,3,C,False,2020
610128,41.706603,-87.647577,GARVEY,"10309 S MORGAN ST Chicago, IL 60643",1(773)535-2763,ES,6,3,I,2,2,S,False,2020
610129,41.8529,-87.683291,PICKARD,"2301 W 21ST PL Chicago, IL 60608",1(773)535-7280,ES,6,6,S,2,2,S,False,2020
610130,41.74034,-87.607891,PIRIE,"650 E 85TH ST Chicago, IL 60619",1(773)535-3435,ES,6,3,I,2,2,S,False,2020
610131,41.860259,-87.692526,PLAMONDON,"2642 W 15TH PL Chicago, IL 60608",1(773)534-1789,ES,6,5,I,2,1,I,False,2020
610132,41.70263,-87.606419,POE,"10538 S LANGLEY AVE Chicago, IL 60628",1(773)535-5525,ES,6,6,S,2,1,I,False,2020
610133,41.893236,-87.718797,WARD L,"646 N LAWNDALE AVE Chicago, IL 60624",1(773)534-6440,ES,6,9,C,2,6,C,False,2020
610135,41.956988,-87.761007,PORTAGE PARK,"5330 W BERTEAU AVE Chicago, IL 60641",1(773)534-3576,ES,6,5,I,2,0,I,False,2020
610136,41.928841,-87.669528,PRESCOTT,"1632 W WRIGHTWOOD AVE Chicago, IL 60614",1(773)534-5505,ES,6,4,I,2,2,S,False,2020
610137,41.965619,-87.772414,PRUSSING,"4650 N MENARD AVE Chicago, IL 60630",1(773)534-3460,ES,6,6,S,2,1,I,False,2020
610138,41.918486,-87.683801,PULASKI,"2230 W MCLEAN AVE Chicago, IL 60647",1(773)534-4391,ES,6,9,C,2,3,C,False,2020
610139,41.688819,-87.609431,PULLMAN,"11311 S FORRESTVILLE AVE Chicago, IL 60628",1(773)535-5395,ES,6,2,I,2,2,S,False,2020
610141,41.960746,-87.670922,RAVENSWOOD,"4332 N PAULINA ST Chicago, IL 60613",1(773)534-5525,ES,6,12,C,2,0,I,False,2020
610142,41.792348,-87.594752,RAY,"5631 S KIMBARK AVE Chicago, IL 60637",1(773)535-0970,ES,6,5,I,2,2,S,False,2020
610143,41.804174,-87.604925,REAVIS,"834 E 50TH ST Chicago, IL 60615",1(773)535-1060,ES,6,2,I,2,2,S,False,2020
610144,41.941094,-87.719541,REILLY,"3650 W SCHOOL ST Chicago, IL 60618",1(773)534-5250,ES,6,3,I,2,2,S,False,2020
610145,41.943019,-87.768983,REINBERG,"3425 N MAJOR AVE Chicago, IL 60634",1(773)534-3465,ES,6,4,I,2,3,C,False,2020
610146,41.764196,-87.600177,REVERE,"1010 E 72ND ST Chicago, IL 60619",1(773)535-0618,ES,6,3,I,2,1,I,False,2020
610147,42.015265,-87.697185,ROGERS,"7345 N WASHTENAW AVE Chicago, IL 60645",1(773)534-2125,ES,6,6,S,2,2,S,False,2020
610148,41.807143,-87.666037,CHAVEZ,"4747 S MARSHFIELD AVE Chicago, IL 60609",1(773)535-4600,ES,6,6,S,2,2,S,False,2020
610152,41.751946,-87.618066,RUGGLES,"7831 S PRAIRIE AVE Chicago, IL 60619",1(773)535-3085,ES,6,7,C,2,3,C,False,2020
610153,41.735379,-87.638843,RYDER,"8716 S WALLACE ST Chicago, IL 60620",1(773)535-3843,ES,6,9,C,2,2,S,False,2020
610155,41.991169,-87.745951,SAUGANASH,"6040 N KILPATRICK AVE Chicago, IL 60646",1(773)534-3470,ES,6,6,S,2,2,S,False,2020
610157,41.797498,-87.705006,SAWYER,"5248 S SAWYER AVE Chicago, IL 60632",1(773)535-0440,ES,6,5,I,2,1,I,False,2020
610158,41.914151,-87.798721,SAYRE,"1850 N NEWLAND AVE Chicago, IL 60707",1(773)534-3351,ES,6,4,I,2,2,S,False,2020
610159,41.941678,-87.732179,SCAMMON,"4201 W HENDERSON ST Chicago, IL 60641",1(773)534-3475,ES,6,7,C,2,2,S,False,2020
610163,42.016892,-87.814195,STOCK,"7507 W BIRCHWOOD AVE Chicago, IL 60631",1(773)534-1215,ES,6,5,I,2,2,S,False,2020
610165,41.930403,-87.76119,SCHUBERT,"2727 N LONG AVE Chicago, IL 60639",1(773)534-3080,ES,6,3,I,2,2,S,False,2020
610167,41.810333,-87.668772,SEWARD,"4600 S HERMITAGE AVE Chicago, IL 60609",1(773)535-4890,ES,6,2,I,2,2,S,False,2020
610170,41.811069,-87.704199,COLUMBIA EXPLORERS,"4520 S KEDZIE AVE Chicago, IL 60632",1(773)535-4050,ES,6,6,S,2,2,S,False,2020
610171,41.731717,-87.552788,MIRELES,"9000 S EXCHANGE AVE Chicago, IL 60617",1(773)535-6360,ES,6,5,I,2,2,S,False,2020
610172,41.799766,-87.650221,SHERMAN,"1000 W 52ND ST Chicago, IL 60609",1(773)535-1757,ES,6,3,I,2,1,I,False,2020
610173,41.7908,-87.632279,SHERWOOD,"245 W 57TH ST Chicago, IL 60621",1(773)535-0829,ES,6,6,S,2,2,S,False,2020
610174,41.815909,-87.689647,SHIELDS,"4250 S ROCKWELL ST Chicago, IL 60632",1(773)535-7285,ES,6,7,C,2,2,S,False,2020
610175,41.804294,-87.593905,SHOESMITH,"1330 E 50TH ST Chicago, IL 60615",1(773)535-1764,ES,6,3,I,2,3,C,False,2020
610176,41.690919,-87.658669,SHOOP,"11140 S BISHOP ST Chicago, IL 60643",1(773)535-2715,ES,6,3,I,2,3,C,False,2020
610177,41.879103,-87.659419,SKINNER,"1260 W ADAMS ST Chicago, IL 60607",1(773)534-7790,ES,6,9,C,2,4,C,False,2020
610178,41.716989,-87.596932,SCHMID,"9755 S GREENWOOD AVE Chicago, IL 60628",1(773)535-6235,ES,6,2,I,2,2,S,False,2020
610179,41.958868,-87.781975,SMYSER,"4310 N MELVINA AVE Chicago, IL 60634",1(773)534-3711,ES,6,5,I,2,2,S,False,2020
610180,41.865351,-87.653445,SMYTH,"1059 W 13TH ST Chicago, IL 60608",1(773)534-7180,ES,6,8,C,2,2,S,False,2020
610182,41.993942,-87.724043,SOLOMON,"6206 N HAMLIN AVE Chicago, IL 60659",1(773)534-5226,ES,6,5,I,2,1,I,False,2020
610183,41.884876,-87.750445,SPENCER,"214 N LAVERGNE AVE Chicago, IL 60644",1(773)534-6150,ES,6,4,I,2,1,I,False,2020
610184,41.847747,-87.700184,SPRY ES,"2400 S MARSHALL BLVD Chicago, IL 60623",1(773)534-1700,ES,6,4,I,2,1,I,False,2020
610185,41.747107,-87.731666,STEVENSON,"8010 S KOSTNER AVE Chicago, IL 60652",1(773)535-2280,ES,6,5,I,2,2,S,False,2020
610188,41.696496,-87.639974,DUNNE,"10845 S UNION AVE Chicago, IL 60628",1(773)535-5517,ES,6,6,S,2,2,S,False,2020
610191,41.995359,-87.684793,STONE,"6239 N LEAVITT ST Chicago, IL 60659",1(773)534-2045,ES,6,7,C,2,2,S,False,2020
610192,41.911938,-87.713318,STOWE,"3444 W WABANSIA AVE Chicago, IL 60647",1(773)534-4175,ES,6,4,I,2,2,S,False,2020
610193,41.743829,-87.542928,NEW SULLIVAN,"8331 S MACKINAW AVE Chicago, IL 60617",1(773)535-6585,ES,6,2,I,2,2,S,False,2020
